,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,Year
62594,tt1847529,Ladygrey,Ladygrey,2015,2015-05-06,Drama,109,"France, Belgium, South Africa","English, French, Southern Sotho",Alain Choquart,"Alain Choquart, Laurence Coriat",Le Bureau,"Peter Sarsgaard, Jérémie Renier, Emily Mortimer, Claude Rich, Liam Cunningham, Jude Foley, Sibongile Mlambo, Andrian Mazive, Aura Msimang, Vaneshran Arumugam, Clare Marshall, Eloise Cupido, Wanda Ndlovu, Israel Matseke-Zulu, Matthew Monika","Ten years after the end of apartheid, a South African community tries to live without recalling the violent clashes of the past. But when the silence is suddenly broken, some of the most innocent citizens may be in peril.",5.1,113,,,,,1.0,2.0,2015
62631,tt1850418,To Write Love on Her Arms,To Write Love on Her Arms,2012,2015-03-03,"Biography, Drama, Fantasy",102,USA,English,Nathan Frankowski,"Kate King Lynch, Nathan Frankowski",Birchwood Pictures,"Kat Dennings, Chad Michael Murray, Rupert Friend, Juliana Harkavy, Mark Saul, Corbin Bleu, Brian Patrick Clarke, Whitney Goin, Isabella Iannuzzi, Will Peltz, West DeLarosa, Juan Santos, J. LaRose, Michael Sapp, Rus Blackwell","A drama centered around Renee Yohe and her battle with drugs, depression, and other life issues that ultimately leads to the founding of charity group To Write Love on Her Arms.",6.6,2807,$ 3400000,,,,14.0,18.0,2015
62687,tt1855977,Buddha's Little Finger,Buddha's Little Finger,2015,2015-09-01,Drama,84,"Russia, Canada, Germany",English,Tony Pemberton,"Tony Pemberton, William Jennings",Rohfilm,"Toby Kebbell, Karine Vanasse, Trystan Pütter, André Hennicke, Stipe Erceg, Ivan Shvedoff, Christoph Bach, Lilith Stangenberg, Anne-Marie Cadieux, Bernd Michael Lade, Nick Dong-Sik, Hildegard Schroedter, Marko Dyrlich, Gerdy Zint, Vincent Redetzki",A drama set during the failed coup against President Mikhail Gorbachev.,5.5,130,,,,,3.0,2.0,2015
62695,tt1856748,Tasvie hesab,Tasvie hesab,2010,2015-01-01,"Comedy, Crime, Drama",90,Iran,Persian,Tahmineh Milani,Tahmineh Milani,,"Mahnaz Afshar, Ladan Mostofi, Elsa Firouz Azar, Akbar Abdi, Siavosh Tahmoures, Reza Attaran, Hamed Behdad, Mohamad Reza Sharifinia, Gholam-Hossein Lotfi, Mehdi Faghih, Ahmad Mehranfar, Shohreh Lorestani, Elnaz Firuz Azar, Bahare Afshari, Hosein Azarbara","Ziba and three of her prison cohorts, recently released from a Tehran prison, settle in an out of town doctor's house posing as house sitters and embark on a get rich quick scheme.",3.9,519,,,,,,,2015
62723,tt1859606,The Hunting of the Snark,The Hunting of the Snark,2015,2015-11-05,Animation,65,UK,English,Saranne Bensusan,"Saranne Bensusan, Lewis Carroll",From the 3rd Story Productions,"Laurence Aldridge, Saranne Bensusan, Simon Fox, Shiraz Khan, Maia Krall Fry, Rowena Lennon, Chris Lumb, Lawrence Mallinson, Andrew McDonald, Sean Earl McPherson, Nigel Osner, Kevin Potton, Hannah Raehse-Felstead, Andrew Sellon, Joerg Stadler",A group of strange individuals embark on a voyage with the aim of capturing 'The Snark'.,7.2,272,GBP 520000,,,,,,2015
62745,tt1861445,An Act of War,An Act of War,2015,2015-03-31,"Crime, Drama, Thriller",99,USA,English,Ryan M. Kennedy,Ryan M. Kennedy,Create Entertainment,"Russ Russo, Natasha Alam, Doug E. Doug, Joseph R. Gannascoli, Robert Miano, Kiowa Gordon, Stan Carp, Matthew D'Olimpio, John Farnworth, Kevin Interdonato, Illya Konstantin, Kit Lang, Chris LaPanta, J. Gunner Murch-Dolimpio, Dominik Tiefenthaler","A veteran tries to put his life back together, but is drawn to deeds that may be more dangerous than his tour of duty.",5.1,1220,,$ 114000,$ 362200,,25.0,14.0,2015
62754,tt1863192,Corn Island,Simindis kundzuli,2014,2015-08-20,"Drama, War",100,"Georgia, Germany, France, Czech Republic, Kazakhstan, Hungary","Georgian, Abkhazian, Russian",George Ovashvili,"Roelof Jan Minneboo, George Ovashvili",42film,"Ilyas Salman, Mariam Buturishvili, Irakli Samushia, Tamer Levent",The river creates and the river destroys in an eternal cycle that even man can't escape.,7.6,3865,EUR 1500000,,$ 37445,,11.0,63.0,2015
62768,tt1864405,Low Down,Low Down,2014,2015-01-27,"Biography, Drama, Music",114,USA,English,Jeff Preiss,"Amy Albany, Topper Lilien",Bona Fide Productions,"John Hawkes, Elle Fanning, Glenn Close, Peter Dinklage, Flea, Lena Headey, Caleb Landry Jones, River Ross, Taryn Manning, Billy Drago, Tim Daly, Myles Cranford, Burn Gorman, Sandha Khin, Eddie Rouse","A look at the life of pianist Joe Albany from the perspective of his young daughter, as she watches him contend with his drug addiction during the 1970s jazz scene.",6.1,1876,,$ 54051,$ 54051,58.0,9.0,22.0,2015
62796,tt1867080,The Innocent,The Innocent,2011,2015-06-23,"Drama, Thriller",90,USA,English,Jason Hawkins,Jason Hawkins,Gravestone Entertainment,"Adrienne King, Daren Ackerman, Alexander Fraser, Alicia Rose, Dara Davey, Patrick Ford, Darren Hicks, Bob Olin, Brian Walker, Lissie Lewis, Chuck Elam, Aaron Gregory Austin, Hollie Olson, Shania Sierra",Every 7 seconds in American a child is victimized by a bully. Adults who witness these attacks will only intervene 4% of the time. 11% of the time a friend will come to the victim's aid - and become a victim themselves.,4.3,115,,,,,,13.0,2015
62798,tt1867091,La ricostruzione di William Zero,The Reconstruction of William Zero,2014,2015-04-10,"Drama, Sci-Fi, Thriller",98,USA,English,Dan Bush,"Dan Bush, Conal Byrne",Floren Shieh Productions,"Conal Byrne, Amy Seimetz, Scott Poythress, Lake Roberts, Tim Habeger, Melissa McBride, Adam Fristoe, AJ Bowen, Todd Anthony Manaigo, Grayson Clontz, Teresa L. Graves, Jeff Rose, Nigel Rowe, Ralph Ruiz","A geneticist wakes up from an accident with only fragments of his memory is forced to relearn who he is via his twin brother. But as he digs deeper, he discovers he might not be who he thought at all.",5.4,1103,,$ 2000,,57.0,10.0,18.0,2015
62829,tt1870526,Spo0K,Spo0K,2013,2015-01-01,Horror,103,"Netherlands, Spain",English,Aldous Byron Clarkson,Aldous Byron Clarkson,Factory Film Studio,"Alicia Costa Cholbi, Edward Coupland, Aranzazu Diez, Andrea Veronica Ferrer, Peter Hart, Annette Kellow, Mitchell Moran, Terry Moran, Ana Oliete",Four amateur parapsychologists travel to an allegedly haunted 14th century castle in Spain to dis-prove the existence of ghosts by demonstrating the existence of residual energies. Team ...,4.1,119,,,,,2.0,,2015
62902,tt1881002,Contagious - Epidemia mortale,Maggie,2015,2015-06-25,"Drama, Horror",95,"USA, Switzerland",English,Henry Hobson,John Scott 3,Lionsgate,"Arnold Schwarzenegger, Abigail Breslin, Joely Richardson, Douglas M. Griffin, J.D. Evermore, Rachel Whitman Groves, Jodie Moore, Bryce Romero, Raeden Greer, Aiden Flowers, Carsen Flowers, Walter von Huene, Dana Gourrier, Amy Brassette, David A Cole","A teenage girl in the Midwest becomes infected by an outbreak of a disease that slowly turns the infected into cannibalistic zombies. During her transformation, her loving father stays by her side.",5.6,41328,,$ 187112,$ 1663165,52.0,252.0,280.0,2015
62912,tt1883180,Un piccione seduto su un ramo riflette sull'esistenza,En duva satt på en gren och funderade på tillvaron,2014,2015-02-19,"Comedy, Drama, Fantasy",101,"Sweden, Germany, Norway, France, Denmark","Swedish, English",Roy Andersson,Roy Andersson,Roy Andersson Filmproduktion AB,"Nils Westblom, Holger Andersson, Per Bergqvist, Charlotta Larsson, Solveig Andersson, Viktor Gyllenberg, Sture Olsson, Lotti Törnros, Jonas Gerholm, Ingvar Olsson, Ola Stensson, Oscar Salomonsson, Roger Olsen Likvern, Linda Birgersson, Arne Hellqvist","Sam and Jonathan, a pair of hapless novelty salesman, embark on a tour of the human condition in reality and fantasy that unfold in a series of absurdist episodes.",7.0,16045,,$ 222989,$ 1472431,81.0,56.0,198.0,2015
62915,tt1883367,The Human Centipede III (Final Sequence),The Human Centipede III (Final Sequence),2015,2015-06-18,"Comedy, Crime, Horror",102,USA,English,Tom Six,Tom Six,Six Entertainment Company,"Dieter Laser, Laurence R. Harvey, Eric Roberts, Robert LaSardo, Tommy 'Tiny' Lister, Jay Tavare, Clayton Rohner, Bree Olson, Akihiro Kitamura, Bill Hutchens, Carlos Ramirez, Hamzah Saman, Peter Blankenstein, Jose Julian Molina, Tom Six","Taking inspiration from The Human Centipede films, the warden of a notorious and troubled prison looks to create a 500-person human centipede as a solution to his problems.",2.7,14252,,$ 16184,$ 16184,5.0,140.0,118.0,2015
62930,tt1885299,Lucky Them,Lucky Them,2013,2015-04-24,"Comedy, Drama",97,USA,English,Megan Griffiths,"Huck Botko, Caroline Sherman",Mymy Productions,"Toni Collette, Thomas Haden Church, Oliver Platt, Ryan Eggold, Nina Arianda, Ahna O'Reilly, Johnny Depp, Joanne Woodward, Amy Seimetz, S.J. Chiro, Lynn Shelton, Louis Hobson, Christian Palmer, Conner Marx, Evan Mosher",A rock journalist is assigned to track down her ex-boyfriend.,6.1,3034,,$ 48995,$ 48995,65.0,26.0,38.0,2015
62948,tt1887746,Fishing Naked,Fishing Naked,2015,2015-05-08,"Comedy, Fantasy, Romance",98,USA,English,Peter Coggan,"Peter Coggan, Paul Lee",42 Productions,"Timothy McCracken, Bronson Pelletier, Evan Williams, Elaine Miles, Steve Reevis, Michele Abplanalp, Zephram Broxton, Elyse Levesque, Tinsel Korey, Rob Nagle, Vic Alejandro, Ted Bettridge, Michael Morgan, Kirk Montgomery, Morgan Weaver","Fishing Naked is a film about four young adults being bad in the woods. They pull Bigfoot hoaxes, scare tourists, disrespect their elders, hook up and smoke dope. It is told from the small ...",4.0,787,,,,,30.0,,2015
62978,tt1890559,The Callback Queen,The Callback Queen,2013,2015-09-04,"Comedy, Romance",88,UK,English,Graham Cantwell,"Graham Cantwell, Graham Cantwell",22:22 Productions,"Amy-Joyce Hastings, Mark Killeen, Seán T. Ó Meallaigh, Kate Braithwaite, Vicki Michelle, Ger Ryan, Sophie Berenice, Greg Kolpakchi, Ben Wigzell, Morgan Deare, Eoin Macken, Drew Cain, Jay Sutherland, Dominic Grant, Simon Adkins",In the cut-throat London film industry a vivacious actress chasing her big break struggles to maintain her integrity in the face of the director's advances.,4.4,236,,,,,6.0,1.0,2015
62991,tt1891923,The Hoarder,The Hoarder,2015,2015-01-01,"Crime, Horror, Thriller",84,UK,,Matt Winn,"James Handel, Matt Winn",Atlantic Picture Company,"Mischa Barton, Robert Knepper, Emily Atack, Andrew Buckley, Valene Kane, John Sackville, Charlotte Salt, Richard Sumitro, Jamie Bacon, Philip Philmar, Ed Cooper Clarke, Desmond Olay Emi, Jose Maria Martinelli, Alexandra Metaxa, Mike Bell","A young woman enters an underground storage facility, where she soon finds herself trapped and stalked by a killer.",4.5,2193,,,,,32.0,28.0,2015
63049,tt1905003,Takva su pravila,Takva su pravila,2014,2015-01-29,Drama,78,"Croatia, France, Serbia, Republic of North Macedonia",Croatian,Ognjen Svilicic,Ognjen Svilicic,Maxima Film,"Emir Hadzihafizbegovic, Jasna Zalica, Hrvoje Vladisavljevic, Mirela Brekalo, Damir Poljicak, Mesud Dedovic, Raul Brzic, Sanja Hrenar, Sanja Drakulic, Karla Brbic, Ana Begic, Linda Begonja, Dijana Vidusin, Marina Redzepovic, Sanja Milardovic","After their son has been beaten up in the street, parents find their world of false security collapsing and have to re-examine their lives and question everything into what they believed.",6.5,530,,,,,,11.0,2015
63050,tt1905005,Rage: Midsummer's Eve,Rage: Midsummer's Eve,2015,2015-03-06,"Horror, Mystery, Thriller",90,USA,English,Tii Ricks,Tii Ricks,La Brea Pictures,"Michael Vardian, Holly Georgia, Johnny Sachon, Christian Sandström, Greta Mandelin, Jussi 69, Eero Hasu, Katja Jaskari, Mikko Korhonen, Mait Lepik, Mikko Mäkinen, Tom Nylund, Mary Lee Sjönell, Tomi Syrjänen, Satu Taalikainen","American and British friends studying in Finland decide to take up an offer to travel to the Arctic Circle and experience the mysterious, pagan celebration of Midsummer's Eve.",5.3,258,$ 1300000,,,,15.0,6.0,2015
63119,tt1918911,Uno più una,Un + une,2015,2015-12-09,"Comedy, Drama, Romance",115,"France, UK","French, English",Claude Lelouch,"Claude Lelouch, Valérie Perrin",Les Films 13,"Jean Dujardin, Elsa Zylberstein, Christopher Lambert, Alice Pol, Rahul Vohra, Shriya Pilgaonkar, Abhishek Krishnan, Venantino Venantini, Hélène Médigue, Olias Lelouch, Philippe Azoulay, Laurent Couson, Ramneeka Dhillon Lobo, Mona Irani, Abhishek Kapur","French famous film score composer goes to India to compose the score for an Indian adaptation of Romeo and Juliet. There he meets the wife of the French ambassador to India, and a complicated relationship ensues.",6.2,1840,,,$ 7732614,,8.0,20.0,2015
63219,tt1929237,The Nightingale of Tibet,The Nightingale of Tibet,2013,2015-03-10,"Drama, Musical",75,India,"English, Tibetan",IYER,"IYER, Pooja Ladha Surti",Iceberg Nine Films,"Chris Constantinou, Namgyal Lhamo, Robert Lin, Joseph Rezwin",A chronicle of the heroic life of one of the greatest singers of our times.,7.7,174,$ 2000000,,,,1.0,1.0,2015
63221,tt1929276,Estranged,Estranged,2015,2015-08-29,"Horror, Thriller",101,UK,English,Adam Levins,"Simon Fantauzzo, Simon Fantauzzo",Face Films,"Craig Conway, James Cosmo, Bob Duff, James Lance, Amy Manson, Faye McLoughlin, Eileen Nicholas, Nora-Jane Noone, Simon Quarterman, Joy Sanders","A woman returns home to her estranged family after a near-fatal accident, but begins to suspect something is not right.",5.4,2087,,,$ 6357,,19.0,41.0,2015
63226,tt1929433,Chung seung wan siu,Chung seung wan siu,2015,2015-02-19,Drama,100,Hong Kong,Cantonese,"Matt Chow, Wilson Yip","Chi-Yin Cheung, Matt Chow",China Film Media Asia Audio Video Distribution Co.,"Louis Koo, Sammi Cheng, Francis Ng, Julian Cheung, Charmaine Sheh, Amber Kuo, Oceane Zhu, Junxiao Liu, Kwok-Ming Ma, Elena Kong, Jun Kung, Jingsheng Liao, Claire Ashton, Donna Banks, Alex Chang","Feature film adaptation of the the TV series, ""Triumph in the Skies.""",4.3,307,,,$ 28085162,,2.0,8.0,2015
63236,tt1930463,Ride - Ricomincio da me,Ride,2014,2015-05-01,"Comedy, Drama",93,USA,English,Helen Hunt,Helen Hunt,Priority Pictures,"Helen Hunt, Brenton Thwaites, Julie Dretzin, Jay Russell, Jordan Lane Price, Willie C. Carpenter, Richard Kind, Makena Lei Carnahan, Jay Huguley, Robert Knepper, Leonor Varela, Amberly Rose Echeverry, Evan Williams, Keith Ewell, David Zayas",A mother travels cross-country to California to be with her son after he decides to drop out of school and become a surfer.,5.7,3857,,,$ 6489,48.0,31.0,21.0,2015
63285,tt1935302,Monsters: Dark Continent,Monsters: Dark Continent,2014,2015-05-01,"Action, Drama, Horror",119,UK,English,Tom Green,"Tom Green, Jay Basu",Vertigo Films,"Johnny Harris, Sam Keeley, Joe Dempsie, Kyle Soller, Nicholas Pinnock, Parker Sawyers, Philip Arditti, Sofia Boutella, Michaela Coel, Hassan Sha'er, Uriel Emil, Jesse Nagy, Wael Baghdadi, Jacqueline Hicks, Amanda Kaspar",Monsters' reign continues to spread throughout the Earth.,4.3,9901,,,$ 306004,42.0,162.0,82.0,2015
63308,tt1937269,Amore per finta,One Small Hitch,2013,2015-02-14,"Comedy, Romance",105,USA,English,John Burgess,Dode B. Levenson,Principle Entertainment,"Shane McRae, Aubrey Dollar, Daniel J. Travanti, Janet Ulrich Brooks, Mary Jo Faraci, Ron Dean, Robert Belushi, Rebecca Spence, Heidi Johanningmeier, Lily Spottiswoode, Jen Lilley, Emily Graham-Handley, Courtney Parks, Gabe Bowling, William Baker","Josh's girlfriend wants to get married. Molly's boyfriend is married. Josh and Molly fly together to the wedding in Chicago, pretending to be engaged to make their parents happy. Comedy follows. Romance?",6.6,4525,$ 500000,$ 7965,$ 20700,,23.0,33.0,2015
63322,tt1941478,Capitão Falcão,Capitão Falcão,2015,2015-04-23,"Action, Comedy, History",106,Portugal,Portuguese,João Leitão,"Nuria Leon Bernardo, João Leitão",Individeos,"Gonçalo Waddington, David Chan Cordeiro, José Pinto, Miguel Guilherme, Matamba Joaquim, Tiago Rodrigues, Rui Mendes, Carla Maciel, Luís Vicente, Pêpê Rapazote, Miguel Luna, Bruno Salgueiro, Miguel Frazão, Miguel Serra da Silva, Pedro Borges",Follows Portugal's first fascist superhero: the ultra patriotic Captain Falcon!,7.0,1756,,,$ 107279,,6.0,27.0,2015
63344,tt1943014,The Wicked Within,The Wicked Within,2015,2015-10-27,Horror,84,USA,English,Jay Alaimo,Stephen Wallis,High Five Films,"Sienna Guillory, Gianni Capaldi, Enzo Cilenti, Michele Hicks, Eric Roberts, Karen Austin, Sonja Kinski, Heath Freeman, Patrick Muldoon, Sarah Lassez, William McNamara, Melanie Avalon, Sabrina Carmichael, Cynthia Richards","After a year passes since the sudden death of a child, a family gathering takes place whilst peculiar unexplainable events occur.",4.4,1146,$ 1200000,,,,9.0,9.0,2015
63353,tt1945044,Exeter,Exeter,2015,2015-01-01,"Horror, Mystery, Thriller",91,USA,English,Marcus Nispel,"Kirsten Elms, Kirsten Elms",Blumhouse Productions,"Stephen Lang, Kevin Chapman, Kelly Blatz, Brittany Curran, Brett Dier, Gage Golightly, Nick Nicotera, Nick Nordella, Michael Ormsby, Malena Corso, Meredith Prunty, Ashley Tramonte, Hilary Pingle, Aaron Dorsey, Lindsay MacDonald",A group of teenagers accidentally release an evil spirit that starts to possess them one by one.,4.5,5349,,,$ 291097,,44.0,50.0,2015
63357,tt1945084,Everly,Everly,2014,2015-04-09,"Action, Thriller",92,USA,"English, Japanese, Spanish",Joe Lynch,"Yale Hannon, Joe Lynch",RADiUS-TWC,"Salma Hayek, Hiroyuki Watanabe, Laura Cepeda, Togo Igawa, Akie Kotabe, Gabriella Wright, Caroline Chikezie, Jennifer Blanc-Biehn, Jelena Gavrilovic, Aisha Ayamah, Masashi Fujimoto, Uros Certic, Damijan Oklopdzic, Dragana Atlija, James Owen",An action/thriller centered on a kidnapped woman who faces down hitmen sent by a mob boss/her captor while trying to protect her family from his wrath.,5.1,16850,,,$ 358156,35.0,100.0,120.0,2015
63390,tt1950135,Drunk Wedding,Drunk Wedding,2015,2015-05-22,Comedy,81,USA,English,Nick Weiss,"Anthony Weiss, Nick Weiss",Weston Pictures,"Christian Cooke, Victoria Gold, Dan Gill, Anne Gregory, Genevieve Jones, Nate Lang, Diana Newton, J.R. Ramirez, Nick P. Ross, Bethany Dwyer, Corbett Tuck, Reynaldo Ruiz, Claudette Canales Barreras, Braulio Zapata, Reinaldo Sarate",John and Elissa's perfect destination wedding is derailed when their college friends get drunk on tequila.,4.6,762,,$ 3301,$ 3301,,9.0,3.0,2015
